,PlayerID,GP,PTS,AST,REB,STL,BLK,TOV,FT_PCT,FG_PCT,FG3_PCT,FTA
35,1627761,16,127,51,67,26,7,28,0.429,0.551,0.368,28.0
36,1627733,1,0,1,0,0,1,1,0.0,0.0,0.0,0.0
37,202722,14,182,26,64,9,6,10,0.917,0.456,0.443,12.0
38,201976,15,116,43,100,23,9,22,0.579,0.386,0.262,19.0
39,203920,6,20,1,18,1,0,2,0.364,0.5,0.0,11.0
40,1629048,10,63,12,41,1,17,9,0.733,0.522,0.364,15.0
41,202687,15,106,10,51,6,10,8,0.542,0.625,0.0,48.0
42,202357,15,161,34,98,16,6,21,0.875,0.512,0.452,8.0
43,202339,16,281,84,85,13,5,39,0.778,0.471,0.31,63.0
44,203992,14,215,66,40,21,1,26,0.75,0.432,0.429,36.0
45,202711,15,311,32,63,11,4,40,0.875,0.464,0.447,56.0
47,1628413,2,2,0,0,1,0,1,0.0,1.0,0.0,2.0
48,1629648,3,4,0,0,0,0,2,0.0,0.4,0.0,0.0
49,1629067,9,38,12,27,7,1,6,0.667,0.484,0.333,9.0
50,1626164,16,396,98,59,8,5,68,0.95,0.518,0.429,80.0
51,1628449,13,80,5,61,5,13,6,0.737,0.469,0.3,19.0
52,1628968,3,2,0,1,0,1,0,0.0,0.25,0.0,0.0
53,1629065,17,139,41,37,17,1,16,0.889,0.471,0.425,9.0
54,202340,10,96,18,32,10,1,11,0.75,0.488,0.286,8.0
55,1628396,11,53,2,39,2,4,7,0.583,0.639,0.0,12.0
56,1629714,1,0,1,3,0,1,0,0.0,0.0,0.0,0.0
57,1629649,4,6,1,0,0,1,1,1.0,0.286,0.0,2.0
58,1628969,16,95,18,60,25,4,8,0.828,0.446,0.192,29.0
59,1628970,17,218,32,92,9,14,31,0.727,0.46,0.368,22.0
60,1629052,2,3,0,0,0,0,0,0.0,0.333,1.0,0.0
61,1629151,4,12,3,5,1,0,1,0.0,0.5,0.8,0.0
62,1627763,12,230,98,58,12,3,35,0.98,0.464,0.308,49.0
63,1628415,15,204,30,50,15,7,20,0.865,0.402,0.394,37.0
64,1628971,16,117,62,62,17,9,32,0.516,0.414,0.36,31.0
65,1627759,12,226,28,89,13,3,20,0.725,0.467,0.375,51.0
66,1629650,2,0,0,3,0,0,0,0.0,0.0,0.0,0.0
67,1628425,13,80,19,68,7,2,14,0.769,0.444,0.424,13.0
68,1629718,4,7,0,3,0,1,0,1.0,0.333,1.0,4.0
69,1628972,11,71,25,55,12,1,11,0.875,0.414,0.286,8.0
70,1628973,16,125,46,44,10,0,15,0.64,0.49,0.281,25.0
71,1628418,14,204,35,123,6,16,21,0.75,0.557,0.258,40.0
73,203504,6,38,20,11,2,1,2,0.75,0.341,0.4,8.0
74,202692,14,209,35,61,11,6,18,0.909,0.419,0.358,66.0
75,1629126,7,23,1,8,1,0,3,0.0,0.45,0.455,0.0
76,202710,12,225,80,67,33,10,30,0.857,0.429,0.273,98.0
77,203998,9,31,5,18,4,8,4,0.0,0.438,0.231,0.0
78,203484,16,129,21,37,11,1,13,0.813,0.45,0.419,16.0
79,1628427,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
80,203991,15,219,15,219,14,30,23,0.442,0.637,0.0,43.0
81,201960,8,19,8,23,1,2,4,1.0,0.389,0.333,2.0
82,1628975,13,56,24,25,12,5,15,1.0,0.408,0.4,4.0
83,1713,11,65,7,23,4,3,8,0.833,0.379,0.238,6.0
84,1628976,17,218,16,167,8,15,23,0.704,0.593,0.182,71.0
85,203487,10,47,13,31,8,6,8,0.8,0.298,0.176,20.0
86,1627936,14,76,29,25,17,5,17,0.667,0.419,0.303,6.0
87,1626161,14,106,24,85,15,17,12,0.769,0.578,0.0,13.0
88,2199,15,26,6,45,4,7,5,0.571,0.733,0.0,7.0
90,1629597,2,2,1,3,0,0,1,0.0,0.25,0.0,0.0
91,1629185,2,6,7,4,2,2,3,0.0,0.222,0.5,0.0
92,1627737,16,116,29,74,11,15,23,0.824,0.483,0.167,34.0
93,1629109,4,6,1,1,0,0,0,0.0,0.5,0.5,0.0
94,1629634,14,173,17,90,9,15,15,0.85,0.617,0.444,20.0
95,203903,16,230,37,36,11,6,18,0.892,0.427,0.342,65.0
96,1629651,7,25,7,18,1,1,3,0.5,0.526,0.0,10.0
97,1629598,11,53,6,9,2,2,5,0.75,0.439,0.412,4.0
100,1628381,5,85,8,44,5,10,7,0.706,0.525,0.474,17.0
101,1628380,3,27,6,12,0,2,6,1.0,0.474,0.429,6.0
102,201144,16,246,70,53,13,2,34,0.783,0.381,0.36,69.0
103,1626192,14,79,22,45,3,7,4,1.0,0.463,0.333,3.0
104,1626188,15,75,27,20,6,1,12,0.667,0.416,0.321,3.0
105,1629076,6,12,0,5,1,0,1,1.0,0.833,0.0,2.0
107,203496,15,193,14,85,22,16,24,0.861,0.468,0.357,36.0
108,203459,6,40,2,14,3,2,4,0.714,0.455,0.278,7.0
109,1628470,13,36,15,35,5,11,5,0.444,0.341,0.2,9.0
110,203109,15,159,45,91,15,7,25,0.654,0.422,0.358,26.0
111,1629633,16,136,34,47,14,8,24,0.345,0.367,0.281,29.0
112,203552,14,105,24,22,9,3,11,0.895,0.422,0.353,19.0
