,PlayerID,GP,PTS,AST,REB,STL,BLK,TOV,FT_PCT,FG_PCT,FG3_PCT,FTA,FGA,FG3M,MIN,PLUS_MINUS
175,1629067,19,3.5,1.3,2.5,0.6,0.3,0.6,0.8,0.455,0.25,0.8,2.9,0.8,16.0,0.2
176,1628392,9,3.4,0.6,2.9,0.3,0.4,0.7,0.818,0.688,0.0,1.2,1.8,0.1,11.5,3.7
177,202738,17,12.6,5.1,1.8,0.5,0.2,2.2,0.8,0.446,0.41,1.2,10.8,4.9,24.9,-5.0
178,202397,24,9.5,4.3,2.8,0.8,0.3,1.3,0.65,0.455,0.361,0.8,8.8,2.5,25.4,-2.9
179,1627826,28,8.1,0.9,6.6,0.2,1.1,0.9,0.791,0.58,0.0,2.4,5.4,0.1,16.6,1.9
180,200826,7,9.1,3.1,1.7,0.3,0.1,0.7,1.0,0.446,0.545,0.3,8.0,3.1,13.9,4.6
181,200755,26,16.1,2.1,3.0,0.4,0.2,1.2,0.875,0.446,0.457,3.1,11.3,7.2,29.0,-3.0
182,1629630,20,18.7,6.4,3.2,1.4,0.3,3.3,0.8,0.462,0.426,5.3,14.6,2.4,29.0,-2.6
183,203960,9,5.6,0.4,2.7,0.6,0.7,0.7,0.286,0.561,0.2,0.8,4.6,1.1,18.5,1.3
184,203210,22,7.4,0.5,6.6,0.6,0.3,0.9,0.857,0.414,0.378,1.0,6.0,4.1,21.3,3.1
185,201580,27,7.1,0.6,6.1,0.6,1.3,0.9,0.636,0.632,0.0,1.2,5.0,0.0,16.4,2.9
186,203953,27,16.0,1.7,6.3,1.4,0.6,1.9,0.716,0.506,0.287,2.5,13.0,3.7,27.7,-4.1
187,1628980,7,5.7,0.9,1.1,0.1,0.4,0.6,1.0,0.343,0.6,1.4,5.0,1.4,15.3,-3.9
188,203109,25,10.8,2.8,6.2,1.0,0.4,1.5,0.754,0.38,0.325,2.3,9.2,6.5,31.1,-4.3
189,1626143,17,8.8,1.7,4.6,0.3,0.9,1.5,0.667,0.612,0.5,2.5,5.8,0.1,18.2,-5.1
190,1627774,14,10.5,0.8,2.9,0.9,0.7,1.3,0.6,0.462,0.352,0.7,9.4,3.9,26.4,1.1
191,1627751,25,5.9,1.5,6.1,0.6,1.4,0.8,0.579,0.594,0.0,1.5,4.2,0.0,18.9,2.2
192,1628973,25,7.9,2.8,2.5,0.4,0.0,1.0,0.697,0.491,0.346,1.3,6.4,2.1,16.4,3.9
193,1629667,2,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,2.5,0.5,3.3,0.0
194,1627750,25,16.9,4.6,4.4,1.4,0.3,2.2,0.884,0.429,0.331,2.8,14.9,5.0,31.5,5.4
195,203516,28,7.1,1.0,3.3,0.5,0.3,0.6,0.766,0.493,0.413,1.7,5.0,2.3,17.5,2.0
196,201935,26,39.3,7.5,5.9,2.0,0.7,5.0,0.883,0.448,0.361,13.4,25.0,14.0,37.8,6.7
197,201949,6,3.3,0.7,1.8,0.5,0.3,0.7,0.5,0.444,0.222,0.7,3.0,1.5,11.3,1.8
198,201162,18,1.6,0.7,0.9,0.4,0.1,0.1,1.0,0.429,0.6,0.1,1.2,0.8,8.6,-0.1
199,1629607,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-1.0
200,1628991,25,17.6,1.5,4.8,0.5,1.2,1.9,0.772,0.475,0.4,3.2,13.4,6.0,27.2,-5.7
201,1629020,3,0.0,0.3,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.3
202,1629714,2,0.0,0.5,2.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.5
203,1628386,26,12.3,1.2,10.4,0.7,1.2,1.1,0.609,0.658,0.0,4.4,7.3,0.0,26.3,2.5
204,1629633,25,8.6,2.2,3.3,0.8,0.5,1.2,0.434,0.371,0.25,2.1,9.2,3.7,23.3,-2.6
205,1629750,18,2.6,0.2,0.9,0.2,0.2,0.2,0.4,0.6,0.3,0.3,1.9,0.6,6.7,-1.6
206,1629637,24,9.1,0.8,4.7,0.8,1.0,0.9,0.654,0.629,0.0,3.4,5.5,0.1,21.4,0.3
207,1627759,21,19.3,2.2,6.9,1.1,0.3,1.8,0.734,0.5,0.374,3.8,14.7,5.1,33.7,3.9
